ID,DataP,DataA,Prezzo,Intercontinentale,IATAP,IATAA
SN5258,28/04/2023,28/04/2023,678.96,True,ARN,STN
PC8566,2/7/2024,2/7/2024,520.48,True,AGP,VLC
SK5171,5/4/2023,5/4/2023,680.18,False,AMD,NRT
OS345,5/4/2024,5/4/2024,1164.6,True,SOF,BCN
U26403,30/07/2024,30/07/2024,1122.97,True,ORY,MRS
AY490,3/3/2025,3/3/2025,896.51,False,IST,VIE
AF1555,22/12/2024,22/12/2024,693.11,False,MAN,MXP
BA1344,24/01/2023,24/01/2023,383.77,True,ICN,MRS
W68351,11/12/2023,11/12/2023,976.96,False,PSA,GRU
AY8758,23/05/2024,23/05/2024,1126.53,True,MAD,ORD
U26729,17/05/2023,17/05/2023,344.7,False,NCE,LED
AY6440,24/03/2024,24/03/2024,582.01,False,MIA,BRU
OS7695,16/11/2023,16/11/2023,266.45,True,VCE,GVA
LO6318,11/4/2023,11/4/2023,959.94,False,LED,NCE
U2452,24/02/2023,24/02/2023,299.41,False,MXP,WAW
AY5353,7/12/2024,7/12/2024,967.85,False,YYZ,FCO
TK355,1/5/2023,1/5/2023,372.02,True,SVO,CDG
W65723,24/12/2023,24/12/2023,644.31,True,DUB,PSA
TK6462,2/1/2025,2/1/2025,775.51,False,GRU,YYZ
EW9630,13/07/2023,13/07/2023,793.84,True,BOG,SEA
EK4762,25/05/2024,25/05/2024,1258.41,True,HKG,GVA
PC5628,21/04/2024,21/04/2024,828.16,False,BCN,SAW
EK5215,28/12/2023,28/12/2023,187.46,True,AMS,ATH
VY6036,4/6/2023,4/6/2023,601.12,True,BOS,DUB
AF4776,22/04/2024,22/04/2024,426.59,False,FRA,AMS
TK7945,23/11/2023,23/11/2023,368.48,False,SOF,AMD
VY2852,24/02/2024,24/02/2024,889.56,False,MAD,DUS
IB2718,29/09/2023,29/09/2023,88.2,True,OPO,BHX
OS6702,9/5/2023,9/5/2023,142.3,False,BOG,EZE
SK5365,12/1/2025,12/1/2025,240.47,True,YYZ,BUD
OS7493,6/12/2023,6/12/2023,1164.4,True,MRS,DXB
TK2840,29/05/2023,29/05/2023,587.95,False,ORD,ESB
EK5278,24/02/2023,24/02/2023,680.32,True,DUS,TXL
EW190,1/11/2023,1/11/2023,731.32,True,VCE,AMD
AF2560,29/12/2023,29/12/2023,52.13,True,VLC,ICN
TK1197,13/03/2025,13/03/2025,581.92,True,VCE,DUS
QR9775,11/7/2024,11/7/2024,1221.91,True,ICN,FRA
BA2323,1/5/2023,1/5/2023,1239.91,True,PEK,ICN
AF8775,16/04/2024,16/04/2024,926.9,True,FRA,BRU
LH5824,17/08/2023,17/08/2023,292.82,True,CTA,EZE
LH3139,5/9/2023,5/9/2023,781.42,False,SVO,BRU
EW2471,19/05/2024,19/05/2024,270.87,True,VCE,BRU
LH5926,28/06/2024,28/06/2024,1036.96,False,GVA,CTA
EW7157,7/3/2024,7/3/2024,123.64,True,PRG,AGP
SK2326,22/08/2023,22/08/2023,209.99,True,LHR,SCL
AY4490,24/12/2024,24/12/2024,727.6,True,DUS,LGW
AY530,4/6/2023,4/6/2023,284.68,True,MIA,SVO
AZ285,6/11/2023,6/11/2023,31.17,False,DOH,MEL
VY880,7/10/2024,7/10/2024,911.21,False,MAD,SOF
FR7176,25/11/2024,25/11/2024,957.04,True,LIM,CMB
EK8458,16/06/2023,16/06/2023,36.03,True,SVO,VCE
OS2189,29/10/2024,29/10/2024,289.04,False,STN,PSA
U21635,30/10/2023,30/10/2023,1138.62,False,BOG,LIN
LO9269,24/03/2024,24/03/2024,1166.1,True,PSA,DUS
QR966,29/04/2024,29/04/2024,621.64,False,MUC,LAX
SN9466,18/06/2024,18/06/2024,1032.05,True,BOG,BHX
LH5716,19/10/2024,19/10/2024,691.96,True,DXB,NCE
AZ3960,4/10/2023,4/10/2023,1254.61,True,OSL,LAX
OS2147,13/07/2023,13/07/2023,1116.37,False,OPO,CDG
AZ8456,16/09/2023,16/09/2023,741.88,True,YVR,VLC
SN8641,6/4/2024,6/4/2024,506.72,False,SOF,YVR
EW9356,23/10/2023,23/10/2023,1270.71,True,MAD,DFW
SK3718,5/7/2023,5/7/2023,473.57,True,MUC,ORY
SK3198,22/07/2024,22/07/2024,234.67,False,VIE,BCN
FR5488,29/08/2024,29/08/2024,1010.52,True,CTA,VLC
QR9281,18/02/2024,18/02/2024,165.84,False,ATH,CDG
TK6635,3/12/2024,3/12/2024,1132.88,False,CMB,PRG
PC7976,16/06/2024,16/06/2024,112.59,True,SIN,DOH
AY628,19/10/2023,19/10/2023,57.52,False,NAP,VCE
SN2485,15/02/2025,15/02/2025,1183.22,True,HKG,BOS
LO2005,26/05/2024,26/05/2024,403.71,True,LED,GVA
QR6312,1/6/2024,1/6/2024,325.31,False,PMO,IAH
PC9708,25/03/2024,25/03/2024,517.86,False,BHX,WAW
KL7477,7/5/2024,7/5/2024,1072.7,True,LIS,DUS
PC484,7/5/2024,7/5/2024,1128.11,False,IST,ICN
OS9524,20/10/2024,20/10/2024,227.03,False,CPH,CTA
LO8001,6/12/2024,6/12/2024,1094.95,False,AMD,ARN
IB9430,17/07/2023,17/07/2023,98.83,False,HAM,SCL
BA9341,2/9/2024,2/9/2024,958.62,True,ARN,SIN
EK4826,21/01/2025,21/01/2025,235.73,True,PRG,BGY
LH1178,28/03/2023,28/03/2023,1084.81,True,ESB,VCE
SN2228,20/06/2023,20/06/2023,297.73,False,SVO,PEK
EW1068,24/11/2023,24/11/2023,192.43,False,LAX,YVR
TK4830,16/02/2025,16/02/2025,1012.78,True,LIN,PMO
TK5657,8/10/2024,8/10/2024,939.33,True,BRU,WAW
AF9020,20/04/2023,20/04/2023,337.14,True,AUH,FRA
AF474,1/11/2023,1/11/2023,567.36,True,MUC,VCE
EK7486,14/03/2024,14/03/2024,1098.65,True,PSA,TXL
AF8045,26/01/2025,26/01/2025,944.36,True,BGY,MUC
U23186,18/03/2024,18/03/2024,718.13,True,MAD,HKG
TK8433,4/8/2023,4/8/2023,1252.54,True,AGP,LGW
QR949,28/04/2023,28/04/2023,678.5,True,MXP,LIM
IB2573,2/10/2023,2/10/2023,164.31,True,SIN,EDI
IB2695,10/9/2024,10/9/2024,482.59,False,SIN,BUD
AY4011,25/10/2023,25/10/2023,1023.99,True,BUD,EZE
LH9971,21/02/2025,21/02/2025,674.02,False,LAX,SCL
EW9722,5/3/2023,5/3/2023,810.6,True,PRG,LIM
QR6693,5/8/2023,5/8/2023,40.41,True,DUS,SYD
PC8177,19/02/2025,19/02/2025,176.19,True,FCO,YYZ
U2949,25/10/2023,25/10/2023,855.47,False,FCO,SEA
EK8313,3/1/2023,3/1/2023,779.18,True,VIE,BUD
SN2135,22/02/2024,22/02/2024,1180.7,True,PRG,SVO
LH3745,4/7/2024,4/7/2024,54.13,False,BOG,BOS
QR2620,13/10/2023,13/10/2023,1277.62,False,NRT,DFW
QR9918,9/10/2023,9/10/2023,647.91,False,EDI,AUH
EW4856,10/4/2024,10/4/2024,975.55,False,HAM,CPH
AF8875,25/11/2024,25/11/2024,736.39,False,GVA,EZE
FR1819,30/01/2025,30/01/2025,1262.69,False,IAH,MIA
AZ9450,9/11/2023,9/11/2023,1084.61,False,BRU,BOG
BA6908,30/03/2024,30/03/2024,857.05,True,MRS,SEA
SN4611,23/08/2024,23/08/2024,1171.64,True,FCO,SCL
SK1667,6/3/2025,6/3/2025,139.57,True,ARN,SOF
BA8174,20/01/2023,20/01/2023,836.79,False,VIE,MXP
AZ8273,20/07/2023,20/07/2023,274.78,False,CTA,TXL
IB7733,16/04/2023,16/04/2023,1143.36,True,MAD,JFK
BA4619,23/02/2024,23/02/2024,1235.73,False,IST,PMO
LO6633,11/5/2023,11/5/2023,1256.89,False,DFW,MUC
LO5207,15/09/2023,15/09/2023,1073.46,True,VCE,DUB
TK3977,26/03/2024,26/03/2024,975.03,False,BHX,HAM
EW1465,18/02/2025,18/02/2025,1218.17,False,PEK,AUH
SK3796,5/12/2024,5/12/2024,621.35,True,MRS,NCE
SK6850,24/10/2023,24/10/2023,305.71,True,BCN,ATH
BA5953,22/10/2024,22/10/2024,264.12,True,SEA,HAM
SK8696,6/5/2024,6/5/2024,583.83,False,IAH,NCE
AY3212,4/1/2024,4/1/2024,225.2,True,BUD,FCO
BA7815,8/4/2023,8/4/2023,766.01,True,CTA,PMO
BA2168,15/02/2025,15/02/2025,41.35,True,BLQ,SCL
PC8552,1/5/2024,1/5/2024,814.29,True,AGP,PEK
SN1959,6/6/2023,6/6/2023,873.14,True,DXB,MUC
PC3928,12/9/2024,12/9/2024,383.38,False,CTA,OSL
U25229,12/3/2023,12/3/2023,243.9,False,VCE,AUH
EW3007,7/2/2023,7/2/2023,47.3,False,ATH,CTA
IB7220,31/08/2024,31/08/2024,1193.64,True,IST,DOH
QR5634,15/01/2023,15/01/2023,502.49,True,DUS,LIS
AY2955,18/07/2023,18/07/2023,930.81,False,WAW,BLQ
PC2356,21/11/2024,21/11/2024,121.28,False,MRS,AMD
AF6686,27/05/2024,27/05/2024,479.17,True,ZRH,BUD
LO7014,3/1/2025,3/1/2025,872.03,True,PEK,SEA
TK4227,18/06/2024,18/06/2024,404.64,True,JFK,VCE
EW8025,14/05/2024,14/05/2024,749.14,True,BUD,AUH
EK5312,14/08/2023,14/08/2023,347.21,True,SOF,ZRH
PC3722,27/01/2024,27/01/2024,113.28,True,LAX,ATH
AY9240,11/6/2023,11/6/2023,723.18,False,ATH,BOS
AZ889,24/02/2025,24/02/2025,469.9,True,LED,EDI
U2962,9/7/2023,9/7/2023,57.29,False,HEL,LGW
FR9341,31/01/2024,31/01/2024,1265.14,True,MUC,CMB
TK5698,17/10/2023,17/10/2023,87.87,True,ATH,MEL
EW4089,10/2/2023,10/2/2023,94.3,False,VIE,LED
W67564,2/2/2024,2/2/2024,704.59,False,VCE,SAW
VY3339,7/12/2024,7/12/2024,1194.13,False,AUH,BHX
OS5470,2/5/2024,2/5/2024,1236.83,True,TXL,EDI
LH7886,5/3/2025,5/3/2025,1027.36,True,ESB,SEA
SK4754,4/8/2024,4/8/2024,375.13,False,PRG,BRU
BA5978,19/03/2024,19/03/2024,1065.99,True,PEK,ARN
OS8725,4/11/2024,4/11/2024,90.57,False,NAP,AUH
LH6306,24/08/2023,24/08/2023,772.41,True,BLQ,LED
SK8175,13/12/2023,13/12/2023,59.4,False,HKG,OSL
KL567,11/6/2023,11/6/2023,183.58,True,BOS,SIN
IB4522,19/03/2025,19/03/2025,263.69,False,LIN,CMB
SK9366,9/2/2024,9/2/2024,790.13,True,SOF,DUB
FR5498,5/1/2023,5/1/2023,1282.78,False,ARN,CTA
LO2612,9/5/2024,9/5/2024,976.99,False,BOS,VIE
KL2014,1/8/2023,1/8/2023,278.61,True,EZE,SIN
OS9196,5/5/2024,5/5/2024,851.04,False,MUC,BUD
QR4688,18/04/2023,18/04/2023,1103.81,False,VIE,LHR
AY5231,18/02/2023,18/02/2023,708.4,False,LED,LGW
TK7529,7/1/2025,7/1/2025,725.63,False,NAP,DOH
IB2943,26/03/2024,26/03/2024,35.72,True,BGY,BOG
SK9381,23/02/2023,23/02/2023,51.33,True,SYD,BLQ
W6226,23/02/2025,23/02/2025,192.61,True,ATH,VIE
BA109,27/06/2024,27/06/2024,740.01,False,CPH,FCO
FR5065,17/10/2023,17/10/2023,564.2,True,MEL,SYD
AY6581,28/12/2024,28/12/2024,968.14,False,JFK,SIN
EK8777,17/01/2025,17/01/2025,724.81,False,LIS,SEA
U29047,9/7/2023,9/7/2023,348.52,False,HEL,OPO
AF8786,7/1/2024,7/1/2024,117.11,False,OPO,AMD
QR8148,30/01/2023,30/01/2023,1279.06,False,DOH,BHX
QR1625,13/02/2024,13/02/2024,625.02,True,LIS,DXB
VY3255,7/6/2024,7/6/2024,1003.3,False,PMO,BRU
W61612,23/06/2023,23/06/2023,475.47,True,ICN,SOF
FR4323,26/09/2023,26/09/2023,1030.38,True,BCN,EZE
AZ5093,17/11/2024,17/11/2024,492.51,True,HAM,EDI
BA7771,29/12/2023,29/12/2023,416.5,False,LAX,PRG
W62097,29/05/2023,29/05/2023,104.8,False,LED,PSA
LO9727,31/05/2024,31/05/2024,251.73,True,OSL,DXB
BA3797,31/01/2025,31/01/2025,642.6,True,BRU,MIA
BA7228,20/05/2023,20/05/2023,1238.96,False,HEL,STN
SK8836,24/08/2024,24/08/2024,1004.55,True,LAX,LED
U24587,19/11/2023,19/11/2023,969.14,False,ARN,MXP
FR8860,2/2/2023,2/2/2023,1204.63,False,HKG,SCL
TK1382,24/05/2023,24/05/2023,1130.5,True,VCE,NCE
EW7167,21/09/2023,21/09/2023,135.88,True,TXL,CPH
AY8140,8/12/2024,8/12/2024,675.32,False,YVR,SVO
LH1849,10/11/2023,10/11/2023,1292.2,True,AMD,MIA
W66386,18/08/2023,18/08/2023,257.9,True,EZE,SCL
SK4156,3/3/2023,3/3/2023,911.71,True,BHX,MEL
KL3519,13/03/2025,13/03/2025,1026.31,False,GVA,HEL
AF1327,23/06/2023,23/06/2023,107.48,True,SCL,BCN
OS210,17/04/2024,17/04/2024,1129.89,False,AUH,PEK
KL2552,22/11/2023,22/11/2023,894.14,False,BCN,AUH
W65347,21/06/2023,21/06/2023,1000.13,True,MEL,JFK
QR4750,23/01/2025,23/01/2025,708.62,False,HAM,DXB
SN9614,1/5/2024,1/5/2024,1139.57,True,MEL,MAD
AZ9478,3/3/2024,3/3/2024,919.43,False,LIN,MAN
EW9093,3/8/2023,3/8/2023,216.98,True,LHR,FCO
TK713,16/06/2024,16/06/2024,269.14,False,CDG,SCL
VY1879,12/1/2023,12/1/2023,1183.78,True,ORY,WAW
AZ9163,14/08/2023,14/08/2023,99.57,False,MAD,GRU
AY8178,16/12/2023,16/12/2023,308.71,False,ESB,GRU
EW5731,22/03/2025,22/03/2025,1015.03,True,CPH,FRA
LH1712,21/10/2024,21/10/2024,365.58,True,ORD,OPO
FR1449,14/03/2024,14/03/2024,693.81,True,FCO,ARN
SK7598,25/06/2023,25/06/2023,406.46,False,PMO,SIN
KL8833,17/09/2023,17/09/2023,713.1,True,MIA,JFK
SN9384,19/09/2024,19/09/2024,1008.05,True,SCL,MEL
SK5147,30/10/2024,30/10/2024,270.74,True,SAW,SEA
OS7980,12/7/2024,12/7/2024,243.46,False,JFK,MAN
VY1956,26/07/2023,26/07/2023,226.9,True,CPH,CMB
FR5759,29/03/2024,29/03/2024,965.29,False,YVR,ORY
IB8582,23/06/2024,23/06/2024,933.47,False,NAP,CTA
KL1630,9/11/2024,9/11/2024,539.78,False,DUB,MXP
W68691,25/12/2024,25/12/2024,522.05,False,BHX,STN
AZ6677,21/11/2023,21/11/2023,837.48,False,FCO,EZE
IB8621,13/12/2024,13/12/2024,612.3,False,BOS,BLQ
FR2072,8/2/2024,8/2/2024,689.14,False,DFW,BLQ
VY8818,29/02/2024,29/02/2024,776.19,False,FCO,BRU
FR3495,24/03/2025,24/03/2025,470.79,False,PSA,DXB
LH2385,20/08/2024,20/08/2024,1233.28,True,BLQ,FRA
U24393,2/1/2023,2/1/2023,673.5,False,CTA,SEA
U2216,7/3/2025,7/3/2025,193.8,True,IST,BOS
AF7326,26/06/2023,26/06/2023,287.18,True,PEK,DUS
TK1771,3/2/2025,3/2/2025,861.61,True,SYD,TXL
W6588,2/2/2023,2/2/2023,446.56,True,ZRH,SOF
AF8288,22/12/2024,22/12/2024,268.69,False,OSL,BOG
IB1170,24/01/2025,24/01/2025,1157.86,True,BUD,PRG
EW6342,1/9/2024,1/9/2024,1129.17,False,ATH,DUB
KL7360,31/07/2024,31/07/2024,84.07,False,NAP,LIN
LO3367,20/01/2025,20/01/2025,179.46,True,WAW,DUS
EK8030,25/12/2024,25/12/2024,99.92,False,BOS,MXP
LO8606,22/01/2024,22/01/2024,888.17,True,AUH,IST
VY3226,24/06/2023,24/06/2023,1213.98,True,ARN,HAM
U27621,19/06/2023,19/06/2023,770.23,True,SAW,CTA
LO2770,22/11/2024,22/11/2024,40.95,True,IST,CTA
FR3291,24/10/2024,24/10/2024,174.12,True,DOH,ZRH
KL4239,27/12/2023,27/12/2023,994.37,True,DXB,LAX
U22618,28/04/2024,28/04/2024,728.92,True,PEK,CTA
SK5239,27/01/2024,27/01/2024,936.19,False,BLQ,NRT
AZ1961,14/02/2024,14/02/2024,1091.63,True,SYD,LAX
AZ1469,5/11/2024,5/11/2024,1232.48,True,VIE,GVA
LH7803,23/07/2023,23/07/2023,559.37,True,ICN,MAN
AF1803,29/10/2024,29/10/2024,723.42,False,LIN,LIS
SN3796,10/1/2025,10/1/2025,213,True,LIS,LIM
AF991,13/07/2023,13/07/2023,147.22,True,DXB,CDG
EW3952,26/08/2023,26/08/2023,1009.46,True,MUC,BLQ
VY854,6/3/2024,6/3/2024,833.15,True,MIA,SYD
IB1656,18/10/2023,18/10/2023,183.64,True,SAW,MIA
LO429,12/2/2024,12/2/2024,288.36,False,PMO,YYZ
OS9851,14/05/2024,14/05/2024,310.23,False,VLC,OSL
IB3075,29/04/2024,29/04/2024,1236.51,False,JFK,ORY
EW7189,3/2/2025,3/2/2025,534.22,True,PSA,HKG
OS6557,30/10/2023,30/10/2023,881.68,False,SAW,ATH
AZ2958,19/10/2023,19/10/2023,1243.77,True,VCE,MAN
VY6484,28/11/2023,28/11/2023,938.09,False,NCE,AUH
U21722,20/03/2025,20/03/2025,1033.98,True,FCO,MXP
AF8882,13/08/2024,13/08/2024,432.12,True,ICN,SIN
VY8635,4/11/2023,4/11/2023,1138.31,False,MAD,PRG
TK1563,11/3/2025,11/3/2025,880.48,False,LGW,LIS
EK1490,19/07/2024,19/07/2024,450.13,False,BHX,CDG
IB5381,4/10/2024,4/10/2024,781.7,False,DUB,STN
FR4229,14/01/2024,14/01/2024,667.72,True,ZRH,IST
AY275,2/2/2025,2/2/2025,1275.65,False,EDI,VLC
U28269,28/06/2024,28/06/2024,742.81,True,LHR,MUC
AY5908,14/02/2023,14/02/2023,488.32,True,SAW,MIA
SN282,1/11/2023,1/11/2023,704.83,True,IST,MAD
EW9427,18/06/2024,18/06/2024,728.5,True,LAX,DUS
EW8743,8/2/2024,8/2/2024,971.66,True,FCO,LIN
AF7738,17/08/2023,17/08/2023,65.91,False,BUD,PEK
SK1008,21/05/2024,21/05/2024,518.49,True,HEL,IST
IB4503,1/10/2023,1/10/2023,145.97,True,EDI,BGY
PC6914,4/3/2025,4/3/2025,682.15,True,YVR,DXB
AY9643,18/09/2023,18/09/2023,869.2,True,ORY,EZE
LO1591,1/8/2024,1/8/2024,510.65,True,PSA,HKG
AF7963,22/11/2023,22/11/2023,636.77,True,STN,DUS
FR6076,19/01/2023,19/01/2023,210.67,True,BUD,HKG
TK6568,1/1/2024,1/1/2024,945.31,False,BHX,BOG
LO5205,3/1/2023,3/1/2023,386.8,True,OPO,MXP
IB9958,9/3/2025,9/3/2025,550.5,False,ICN,PEK
QR7675,23/07/2024,23/07/2024,498.73,True,OPO,AUH
W67103,6/6/2023,6/6/2023,872.78,True,LAX,SIN
LO6215,15/01/2025,15/01/2025,410.39,False,SOF,HKG
TK2635,15/04/2023,15/04/2023,1206.51,False,SCL,AMS
OS7523,6/3/2025,6/3/2025,135.18,True,BRU,BUD
QR2957,11/1/2024,11/1/2024,313.67,False,EDI,LED
FR2704,26/01/2023,26/01/2023,229.4,False,ORY,VCE
LO1161,24/04/2023,24/04/2023,1023.1,False,HAM,ORD
LO7346,29/11/2024,29/11/2024,752.92,True,GRU,CTA
U28250,6/5/2023,6/5/2023,1183.04,False,PSA,VCE
U24532,28/03/2025,28/03/2025,837.18,False,BGY,LIS
IB6873,12/12/2023,12/12/2023,184.26,False,FRA,MRS
W62309,10/3/2025,10/3/2025,119.73,False,SYD,VLC
PC5184,15/01/2024,15/01/2024,1092.05,True,VLC,ICN
AY2247,22/06/2023,22/06/2023,34.75,True,STN,SCL
U29303,30/06/2023,30/06/2023,1128.2,True,FRA,ICN
EK1866,11/2/2023,11/2/2023,584.73,True,LIN,LGW
IB6042,25/04/2024,25/04/2024,1279.36,False,DXB,AGP
KL5843,8/3/2024,8/3/2024,104.08,True,HAM,HEL
SN9800,26/07/2023,26/07/2023,1174.45,False,ORD,ICN
TK2062,8/2/2024,8/2/2024,42.81,True,CTA,GRU
EK3516,9/2/2025,9/2/2025,846.1,False,DFW,FCO
SN9141,25/12/2024,25/12/2024,135.03,False,ORY,LGW
TK1334,7/11/2024,7/11/2024,458.13,True,SOF,HAM
AF6079,14/03/2025,14/03/2025,545.06,False,MAD,ORY
PC5824,29/07/2024,29/07/2024,208.58,True,SVO,ORD
AF5489,3/2/2023,3/2/2023,491.11,True,MXP,SAW
U26063,21/01/2023,21/01/2023,835.45,True,CTA,TXL
U23557,4/4/2024,4/4/2024,1147.34,False,AUH,TXL
KL1197,17/09/2023,17/09/2023,565.91,True,MRS,NRT
EK626,17/02/2025,17/02/2025,172.51,False,BHX,FCO
BA5730,14/09/2024,14/09/2024,975.75,False,YVR,BUD
SN9257,27/01/2025,27/01/2025,299.61,True,LGW,MAD
IB3547,24/05/2024,24/05/2024,511.5,True,BCN,STN
EW7364,5/8/2023,5/8/2023,139.6,True,LHR,FCO
AZ7755,26/09/2023,26/09/2023,166.93,True,BUD,AGP
EW1914,16/08/2023,16/08/2023,1096.31,True,BHX,AGP
OS7354,21/11/2023,21/11/2023,1190.23,True,CDG,SYD
BA7247,4/11/2024,4/11/2024,215.63,True,STN,BLQ
W61116,13/11/2023,13/11/2023,881.18,False,MIA,ZRH
KL6491,18/11/2024,18/11/2024,1225.21,True,BRU,OSL
AF5188,24/04/2023,24/04/2023,951.58,False,VCE,PMO
LO8232,20/08/2023,20/08/2023,1247.66,False,ORY,SEA
AF4985,29/05/2023,29/05/2023,909.5,False,FRA,BHX
AF6271,29/11/2024,29/11/2024,422.78,False,NCE,AGP
QR8271,11/8/2024,11/8/2024,320.33,True,CPH,ESB
OS2823,12/5/2023,12/5/2023,1186.56,False,BHX,MAD
VY229,3/3/2023,3/3/2023,1069.22,True,IST,STN
EW4198,19/09/2023,19/09/2023,385.46,True,FCO,SYD
AY7651,23/12/2023,23/12/2023,406.37,False,VIE,OPO
EK2652,4/3/2024,4/3/2024,336.17,False,BGY,LED
EW7900,2/3/2024,2/3/2024,621.68,True,FCO,PEK
AZ9095,18/02/2025,18/02/2025,734.02,True,YYZ,MIA
AF2885,13/05/2024,13/05/2024,586.93,False,MIA,DUS
LH4275,16/06/2024,16/06/2024,333,True,EDI,ESB
PC6556,8/8/2023,8/8/2023,1133.34,True,ESB,LIM
IB3407,22/01/2023,22/01/2023,199.01,True,ICN,ARN
EW1138,13/05/2024,13/05/2024,472.29,True,PRG,EDI
LH481,9/8/2024,9/8/2024,1135.57,True,ORD,IAH
SN7813,8/1/2023,8/1/2023,652.6,True,MAD,YYZ
PC7466,4/5/2024,4/5/2024,107.31,False,FRA,SCL
AZ7103,14/06/2023,14/06/2023,1298.64,True,FCO,TXL
QR2622,3/2/2023,3/2/2023,576.37,False,BRU,WAW
OS2840,23/06/2023,23/06/2023,335.89,True,MAD,PEK
IB103,24/05/2023,24/05/2023,523.15,True,BOS,MEL
BA2797,1/2/2024,1/2/2024,1011.34,True,DFW,STN
AY169,26/04/2023,26/04/2023,171.56,True,BOG,HKG
KL1731,25/12/2023,25/12/2023,355.12,True,MEL,LIN
KL4735,7/8/2023,7/8/2023,538.66,True,BCN,TXL
AF3211,8/3/2023,8/3/2023,822.71,True,VLC,STN
LH925,3/4/2023,3/4/2023,323.76,True,HKG,NCE
VY5714,28/07/2023,28/07/2023,212.01,False,EZE,SYD
IB8050,15/10/2023,15/10/2023,1148.92,False,MUC,ICN
FR524,27/08/2024,27/08/2024,659.78,False,ATH,SAW
IB4748,20/07/2023,20/07/2023,1226.71,False,ZRH,GRU
KL3946,21/01/2025,21/01/2025,375.77,False,SOF,DUS
KL9992,30/04/2023,30/04/2023,720.87,True,BOG,IST
TK6315,13/01/2023,13/01/2023,92.18,True,BOG,CDG
BA5592,12/2/2023,12/2/2023,1241.96,True,FCO,FRA
OS568,8/3/2023,8/3/2023,334.18,True,AGP,AMS
SN9149,25/08/2023,25/08/2023,965.26,False,FRA,STN
EW6221,2/10/2023,2/10/2023,458.87,True,NAP,DXB
BA8748,31/12/2024,31/12/2024,637.91,True,DUS,ORD
AF4579,9/4/2023,9/4/2023,1251.71,True,VCE,BOS
VY6386,21/12/2024,21/12/2024,916.44,True,MIA,SAW
EW2856,18/10/2024,18/10/2024,159.03,False,YVR,IST
SN6502,3/3/2023,3/3/2023,332.72,False,SVO,EDI
QR2437,12/6/2023,12/6/2023,45.28,True,SVO,ORD
AF6244,2/8/2024,2/8/2024,1223.24,True,ORD,NCE
AY1726,10/3/2025,10/3/2025,1246.14,False,ICN,PRG
LH1019,3/9/2023,3/9/2023,1154.43,True,JFK,AMS
OS4413,14/06/2023,14/06/2023,685.71,False,DUB,BUD
VY4211,23/01/2024,23/01/2024,306.84,False,GRU,YVR
U24962,9/3/2023,9/3/2023,204.17,False,BLQ,ORD
BA8888,15/09/2024,15/09/2024,404.58,False,YYZ,MAD
AF2188,1/8/2023,1/8/2023,856.08,False,PEK,NAP
OS7084,11/10/2023,11/10/2023,745.55,True,VCE,FCO
PC9960,22/07/2024,22/07/2024,795.32,True,IST,VCE
EW7047,5/11/2023,5/11/2023,634.86,False,SAW,ICN
KL5240,24/09/2023,24/09/2023,1051.51,True,MRS,ORD
QR9268,8/1/2023,8/1/2023,391.29,True,SIN,SYD
QR8183,1/8/2023,1/8/2023,866.25,False,IAH,VIE
KL7912,1/9/2023,1/9/2023,367.51,False,LIS,VIE
U26672,31/12/2024,31/12/2024,982.38,True,PEK,SAW
AZ7375,19/05/2024,19/05/2024,159.94,False,JFK,ICN
EW829,26/06/2024,26/06/2024,366.56,False,BUD,LHR
AY1839,12/5/2023,12/5/2023,691.03,True,HAM,AGP
SK9933,9/1/2024,9/1/2024,935.27,True,DUS,PMO
QR2840,16/08/2024,16/08/2024,1140.33,True,AMS,BCN
U2937,13/03/2024,13/03/2024,1169.37,False,FCO,PMO
PC2039,26/02/2024,26/02/2024,639.7,True,DFW,ICN
LH4963,20/01/2023,20/01/2023,735.27,True,EDI,BHX
QR438,7/3/2023,7/3/2023,1140.97,True,DUB,ZRH
AY6163,16/12/2023,16/12/2023,216.12,False,FCO,SEA
LO2020,12/6/2023,12/6/2023,1057.96,True,BHX,SIN
EW1030,15/01/2025,15/01/2025,187.73,False,LIN,LHR
PC5514,16/07/2024,16/07/2024,810.41,False,VCE,IST
SN4926,21/03/2024,21/03/2024,790.89,True,OPO,SCL
IB2677,28/10/2023,28/10/2023,41.44,False,VIE,ATH
EK1897,1/1/2024,1/1/2024,590.05,True,LIN,MUC
AZ7203,11/7/2024,11/7/2024,891.22,False,STN,EDI
EW5838,19/10/2023,19/10/2023,652.72,False,HAM,LIM
AY4246,19/09/2023,19/09/2023,33.41,True,VLC,HEL
LH3145,16/06/2023,16/06/2023,851.63,False,SEA,WAW
KL1010,8/4/2024,8/4/2024,279.04,False,DOH,NAP
OS1628,14/02/2025,14/02/2025,937.67,False,DXB,SIN
BA6512,12/4/2023,12/4/2023,511.56,True,EDI,YVR
KL6681,26/08/2023,26/08/2023,1120.57,True,FRA,SCL
EK6880,29/05/2023,29/05/2023,204.84,False,VIE,STN
FR3666,18/10/2023,18/10/2023,697.47,False,BLQ,IAH
FR1254,2/9/2024,2/9/2024,1032.95,False,MIA,PRG
BA2075,27/02/2024,27/02/2024,955.58,False,LIN,LGW
LH4359,16/09/2023,16/09/2023,661.41,False,CTA,TXL
OS9320,25/03/2023,25/03/2023,851.37,True,MIA,EDI
SN7093,4/9/2023,4/9/2023,350.34,True,PMO,VCE
